NOMBRE_DEL_SOLISTA_DE_LA_BANDA;GENERO;ESTILO;FECHA_INSCRIPCION;LINK_FACEBOOK;LINK_TWITTER;OTRAS_REDES;DISCOS;LINK_VIDEOCLIP;VIDEO_EN_VIVO;BARRIO;CANTIDAD_DE_INTEGRANTES
MACOCO MOREIRA;POP ;;12/09/16;;;;ANSIEDAD SOLAR (2014) , RAIZ (2013);HTTPS://WWW.YOUTUBE.COM/WATCH?V=ATYNVGRMSOI , HTTPS://WWW.YOUTUBE.COM/WATCH?V=I-RZGTMI_MU;HTTPS://WWW.YOUTUBE.COM/WATCH?V=FBYAODB4Y-C , HTTPS://WWW.YOUTUBE.COM/WATCH?V=UM3IB-PNADO;RETIRO;1
PISTON COBRA;ROCK ;HARD ROCK;12/09/16;HTTPS://FACEBOOK.COM/PISTONCOBRA;;HTTP://PISTONCOBRA.COM.AR;SANGRE Y FUEGO (2014);;HTTPS://WWW.YOUTUBE.COM/WATCH?V=MK7_VGOKQEQ , HTTPS://WWW.YOUTUBE.COM/WATCH?V=A1LDBN7HJGG;RETIRO;4
SIN RENCORES;ROCK ;HARD ROCK;12/09/16;HTTPS://FACEBOOK.COM/SINRENCORESOFICIAL;HTTPS://TWITTER.COM/SRS_SINRENCORES;WWW.SINRENCORES.COM.AR;JUEGO SUCIO (2014);;HTTPS://WWW.YOUTUBE.COM/WATCH?V=OGUR2MK-500 , HTTPS://WWW.YOUTUBE.COM/WATCH?V=ILUT7BSPJFQ;BANFIELD;5
VODKKA;ROCK ;HARD ROCK;12/09/16;;;HTTPS://WWW.FACEBOOK.COM/VODKKA.HARDROCK/?FREF=TS;VODKKA (2014);;HTTPS://WWW.YOUTUBE.COM/WATCH?V=-0DBSEXLVGW , HTTPS://WWW.YOUTUBE.COM/WATCH?V=MD5WMPR0FDY;CASEROS;5
MUTANTES;ROCK ;POWER TRIO;12/09/16;HTTPS://FACEBOOK.COM/MEGUSTAMUTANTES;HTTPS://TWITTER.COM/_MUTANTES_;HTTPS://WWW.YOUTUBE.COM/USER/VIDEOSMUTANTES/ , HTTPS://WWW.INSTAGRAM.COM/_MUTANTES_/ , HTTPS://MUTANTESARGENTINA.BANDCAMP.COM/;VIVIR DE MENTIRA, MORIR DE VERDAD (2014) , LIBERAR TU MENTE (2007);HTTPS://WWW.YOUTUBE.COM/WATCH?V=_HIBKWC15OK , HTTPS://WWW.YOUTUBE.COM/WATCH?V=EPS1KQ0UTDA;HTTPS://WWW.YOUTUBE.COM/WATCH?V=QVVP7UGXLGE , HTTPS://WWW.YOUTUBE.COM/WATCH?V=OW5QGEO5U4M;AGRONOMIA;4
CORVEN;ROCK ;ROCK ALTERNATIVO;12/09/16;HTTPS://FACEBOOK.COM/CORVEN;;WWW.SOUNDCLOUD.COM/CORVENROCK , WWW.FACEBOOK.COM/CORVENROCK;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=TL2UJWY5JKG;HTTPS://WWW.YOUTUBE.COM/WATCH?V=3CAYGNFE-JW;PUERTO MADERO;4
HERMANOS LIMON;ROCK ;ROCK ALTERNATIVO;12/09/16;;;HTTPS://WWW.FACEBOOK.COM/HERMANOSLIMONROCK/;HERMANOS LIMON (2010);;HTTPS://WWW.YOUTUBE.COM/WATCH?V=WR-YYAYN_EM , HTTPS://WWW.YOUTUBE.COM/WATCH?V=5EWPOY-6LXM;VILLA DEL PARQUE;4
HOY CANELONES;ROCK ;ROCK ALTERNATIVO;12/09/16;;;;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=RXJR4VF3YVK;ALMAGRO;6
INICIADOS DEL ALBA;ROCK ;ROCK POP;12/09/16;;HTTPS://TWITTER.COM/INICIADELALBA;HTTPS://INICIADOSDELALBAOFICIAL.BANDCAMP.COM/ , HTTP://INICIADOSDELALBA3.WIX.COM/INICIADOSDELALBA;INICIADOS DEL ALBA (1990);HTTPS://WWW.YOUTUBE.COM/WATCH?V=UMHCTVGWZJO;HTTPS://WWW.YOUTUBE.COM/WATCH?V=TLADQT-JECW;NUÑEZ;4
ENTES;ROCK ;ROCK PROGRESIVO;12/09/16;HTTPS://FACEBOOK.COM/ENTES.BANDA;;;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=GDHL6VNHSL0 , HTTPS://WWW.YOUTUBE.COM/WATCH?V=YTBYHJNYHUO;VILLA ORTUZAR;3
RODRIGO SAN MARTIN;ROCK ;ROCK PROGRESIVO;12/09/16;;;HTTPS://RODRIGOSANMARTIN.BANDCAMP.COM/;A LULLABY FOR MANKIND (2014) , THE VEIL IS BROKEN (2014) , EYES (2012) , 1 (2010) , THERE'S NO WAY OUT (2010);HTTPS://WWW.YOUTUBE.COM/WATCH?V=R_83ND9EJ1I , HTTPS://WWW.YOUTUBE.COM/WATCH?V=65FMG9JPP98;HTTPS://WWW.YOUTUBE.COM/WATCH?V=OBDSH2RPDZ4 , HTTPS://WWW.YOUTUBE.COM/WATCH?V=AHSZ96ZRAGK;LA BOCA;1
LA RAZON DE LOS LOCOS;ROCK ;;12/09/16;HTTPS://FACEBOOK.COM/LARAZONDELOSLOCOS;HTTPS://TWITTER.COM/RAZONDELOSLOCOS;HTTP://WWW.INSTAGRAM.COM/RAZONDELOSLOCOS , HTTP://LARAZONDELOSLOCOS.BANDCAMP.COM , WWW.LARAZONDELOSLOCOS.COM.AR;EL DELIRIO DE LOS CUERDOS (2014);;HTTPS://WWW.YOUTUBE.COM/WATCH?V=RTWHYQAK-AE , HTTPS://WWW.YOUTUBE.COM/WATCH?V=QNSQBYLJEQC;SAN NICOLAS DE LOS ARROYOS;8
LONGEVO MENESTER;ROCK ;;12/09/16;HTTPS://FACEBOOK.COM/LONGEVOMENESTER;;HTTPS://MYSPACE.COM/LONGEVOMENESTER , HTTPS://WWW.FACEBOOK.COM/LONGEVOMENESTER;LONGEVO MENESTER (2014);;HTTPS://WWW.YOUTUBE.COM/WATCH?V=LBHINUEKCJA;MONSERRAT;5
QUECHIMBA ORQUESTA;TROPICAL / LATINO ;CUMBIA;12/09/16;HTTPS://FACEBOOK.COM/QUECHIMBAORQUESTA;;;;;HTTPS://YOUTU.BE/VWNF7XHKJ2Y , HTTPS://YOUTU.BE/XW-1O0HMZ6G;PUERTO MADERO;11
SOMOS BAILA NENA;TROPICAL / LATINO ;CUMBIA;12/09/16;;;;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=GTVILSWO8VC;MERLO;4
ULTIMA MENTIRA;PUNK ;PUNK ROCK;11/09/16;;;HTTPS://WWW.FACEBOOK.COM/ULTIMAMENTIRAROCK/?FREF=TS;EL CAMINO DE LA CRESTA (2014);HTTPS://WWW.YOUTUBE.COM/WATCH?V=KHG6JIDAYBK , HTTPS://WWW.YOUTUBE.COM/WATCH?V=O7COIQOVKKM;HTTPS://WWW.YOUTUBE.COM/WATCH?V=N-MQKSG0T_O , HTTPS://WWW.YOUTUBE.COM/WATCH?V=PAONB86FNDM;SAN MIGUEL;3
MAR ABIERTO GRUPO;FOLKLORE ;FOLKLORE FUSION;10/09/16;;HTTPS://TWITTER.COM/MARABIERTOGRUPO;WWW.INSTAGRAM.COM/MARABIERTOGRUPO;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=TULHPALEKRE , HTTPS://WWW.YOUTUBE.COM/WATCH?V=GO36BUAAUZ0;VILLA CRESPO;4
MAURICIO PASTOR;POP ;POP CANCION;10/09/16;;HTTPS://TWITTER.COM/MAURICIOOPASTOR;HTTPS://WWW.YOUTUBE.COM/CHANNEL/UCZYZKADTLZ37QRLQFHHJNKG , HTTPS://WWW.INSTAGRAM.COM/MAURICIOPASTOR96/;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=E1SFO8OLVIO , HTTPS://WWW.YOUTUBE.COM/WATCH?V=7TJHTBZYQJY;HTTPS://WWW.YOUTUBE.COM/WATCH?V=4K6CDRIOB2A , HTTPS://WWW.YOUTUBE.COM/WATCH?V=LXENLLXIW4K;PARQUE AVELLANEDA;1
HAY PEORES;ROCK ;ROCK ALTERNATIVO;10/09/16;HTTPS://FACEBOOK.COM/HAYPEORES;HTTPS://TWITTER.COM/HAYPEORES;HTTPS://WWW.YOUTUBE.COM/HAYPEORESMUSICA , HTTPS://WWW.INSTAGRAM.COM/HAYPEORES/ , HTTPS://PLAY.SPOTIFY.COM/ARTIST/7A5HVFXZX8NGB8OBAJHUYD;SIEMPRE EN MI MENTE (2014);HTTPS://WWW.YOUTUBE.COM/WATCH?V=FBG4CDYVGFC , HTTPS://WWW.YOUTUBE.COM/WATCH?V=CMYEOADQBN0;HTTPS://WWW.YOUTUBE.COM/WATCH?V=-1TAMH-QZ7Q , HTTPS://WWW.YOUTUBE.COM/WATCH?V=KURTTN11KBO;VERSALLES;3
MENGANOS;ROCK ;ROCK POP;10/09/16;;HTTPS://TWITTER.COM/MENGANOS;HTTPS://SOUNDCLOUD.COM/MENGANOS/ , WWW.MENGANOS.COM.AR;TAN LEJOS TAN CERCA (2014);;HTTPS://WWW.YOUTUBE.COM/WATCH?V=BFWLL1MWL0U;NUÑEZ;3
DALET;ROCK ;ROCK PROGRESIVO;10/09/16;;HTTPS://TWITTER.COM/DALETOFICIAL;INSTAGRADALETOFICIAL;LO QUE SE QUEMA TODO (2014);HTTPS://WWW.YOUTUBE.COM/WATCH?V=NKKRVFNTUK4 , HTTPS://WWW.YOUTUBE.COM/WATCH?V=B-WLFRE--I0;HTTPS://WWW.YOUTUBE.COM/WATCH?V=WV_WNHL2IF8 , HTTPS://WWW.YOUTUBE.COM/WATCH?V=E-J38JGODRY;AGRONOMIA;4
MARITO;TROPICAL / LATINO ;CUMBIA;10/09/16;;HTTPS://TWITTER.COM/MARITODEPASION;HTTPS://WWW.FACEBOOK.COM/MARITOTRES/?FREF=TS;LA BANDA DE PASION VOL 1 Y 2 (2014) , LA EVOLUCION (2011) , EL SARNA-Y SI TE PICA RASCATE (2010);HTTPS://WWW.YOUTUBE.COM/WATCH?V=P-O38MQGC1U , HTTPS://WWW.YOUTUBE.COM/WATCH?V=1OE33V8IJYC;HTTPS://WWW.YOUTUBE.COM/WATCH?V=P-O38MQGC1U , HTTPS://WWW.YOUTUBE.COM/WATCH?V=1OE33V8IJYC;SAAVEDRA;1
PIPE BELLORA;INDIE ;;09/09/16;HTTPS://FACEBOOK.COM/PIPEBELLORA;;;EXPANDIRSE (1993);HTTPS://WWW.YOUTUBE.COM/WATCH?V=1KIW6BCQ8WQ , HTTPS://WWW.YOUTUBE.COM/WATCH?V=PHGEDLC2CNC;HTTPS://WWW.YOUTUBE.COM/WATCH?V=MSDO4XG05TM , HTTPS://WWW.YOUTUBE.COM/WATCH?V=QIKJGOZBF0O;SAN NICOLAS;1
ESPIRALES;POP ;POP ROCK;09/09/16;HTTPS://FACEBOOK.COM/ESPIRALESMUSICA;HTTPS://TWITTER.COM/ESPIRALES33;HTTPS://SOUNDCLOUD.COM/ESPIRALESMUSICA;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=BUA4WATVAFO;LANUS;5
DUM;ROCK ;ROCK ALTERNATIVO;09/09/16;;HTTPS://TWITTER.COM/DUMOFIC;HTTPS://WWW.YOUTUBE.COM/DUMOFICIAL/ , HTTPS://WWW.INSTAGRAM.COM/DUMOFICIAL/;SER (2014);HTTPS://WWW.YOUTUBE.COM/WATCH?V=E9BGWAGALQC;HTTPS://WWW.YOUTUBE.COM/WATCH?V=NSEKUYC2OWQ , HTTPS://WWW.YOUTUBE.COM/WATCH?V=_VIPGHKDJ6O;ITUZAINGO;4
CRONOPIOS;ROCK ;ROCK POP;09/09/16;;HTTPS://TWITTER.COM/LOS_CRONOPIOS;CRONOPIOSTRIO.BANDCAMP.COM;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=98IB6ZKGCYM;HTTPS://WWW.YOUTUBE.COM/WATCH?V=4HNTYCNJGMK , HTTPS://WWW.YOUTUBE.COM/WATCH?V=HKG60GOABF8;VILLA DEL PARQUE;4
MUSICOS DE OFERTA (MDO);ROCK ;;09/09/16;HTTPS://FACEBOOK.COM/MUSICOSDEOFERTA;HTTPS://TWITTER.COM/MUSICOSDEOFERTA;;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=TJG6SEHT_Q4 , HTTPS://WWW.YOUTUBE.COM/WATCH?V=F0OOALQEBYU;BOEDO;6
ONDULAR;ROCK ;;09/09/16;;;;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=JA63JDMW15G;VILLA CRESPO;3
ALQUIMIA DIAZ COLODRERO;INSTRUMENTAL ;;08/09/16;;;HTTP://ALQUIMIA.DIAZCOLODRERO.COM.AR/;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=N_A2ZFTJDKK , HTTPS://WWW.YOUTUBE.COM/WATCH?V=OGCHHEXOZLS;AGRONOMIA;1
LOS CRIOS;POP ;POP ROCK;08/09/16;HTTPS://FACEBOOK.COM/LOSCRIOSMUSICA;;SPOTIFY: HTTPS://OPEN.SPOTIFY.COM/ARTIST/24URQKKMZ41YU73UHDZV0S , SPOTIFY: HTTPS://OPEN.SPOTIFY.COM/ARTIST/24URQKKMZ41YU73UHDZV0S , HTTPS://LOSCRIOS.BANDCAMP.COM/ALBUM/RECUERDOSFRESCOS?FROM=SEARCH&SEARCH_ITEM_ID=2248034865&SEARCH_ITEM_TYPE=A&SEARCH_MATCH_PART=%3F&SEARCH_PAGE_ID=71704869&SEARCH_PAGE_NO=1&SEARCH_RANK=2&SEARCH_SIG=AAFBCC2D9E92DB882D56118AE30EED07;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=IE7_PR4AZCQ&FEATURE=YOUTU.BE , HTTPS://WWW.YOUTUBE.COM/WATCH?V=W7_NKNUD2XK&T=1S;HTTPS://WWW.YOUTUBE.COM/WATCH?V=4489SVAC4SA;NUÑEZ;4
EMIR & LOS DIEZ;ROCK ;ROCK & ROLL;08/09/16;;;HTTPS://SOUNDCLOUD.COM/EMIRHERRERA;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=PU4GMF7RNPY;BOEDO;5
BRATVA;INSTRUMENTAL ;;07/09/16;;;HTTPS://BRATVA.BANDCAMP.COM/ , HTTPS://SOUNDCLOUD.COM/BRATVA_ROCK;CAJA NEGRA (2014) , SPLIT INSTRUMENTAL (2014) , A UN PASO DE DISTANCIA (2013);;HTTPS://WWW.YOUTUBE.COM/WATCH?V=4_WWNSIZ8C0 , HTTPS://WWW.YOUTUBE.COM/WATCH?V=IFS0_VKVXPW;VERSALLES;3
TIYIEM;SOLISTA ;;07/09/16;;HTTPS://TWITTER.COM/NO;TIYIEMPERSONAL , NO;MI NUEVA VIDA (2014);HTTPS://YOUTU.BE/MF1UJDKGLFU;HTTPS://YOUTU.BE/PM1_YVHK0E8 , HTTPS://YOUTU.BE/EZWLC1PH6TW;FLORENCIO VARELA;1
HALCONIZADOS DE AMOR;TROPICAL / LATINO ;CUMBIA;07/09/16;HTTPS://FACEBOOK.COM/HALCONIZADOS;HTTPS://TWITTER.COM/HALCONIZADOS;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=K4RVF9FTSKE;HTTPS://YOUTU.BE/T8Q2V8NLBFG;PUERTO MADERO;8
LOS LEYENDA VALDES;TROPICAL / LATINO ;CUMBIA;07/09/16;HTTPS://FACEBOOK.COM/LOSLEYENDAVALDES;;INSTRAGRAM  @LOSLEYENDAVALDES , INSTRAGRAM  @LOSLEYENDAVALDES;;HTTPS://YOUTU.BE/98DCWJIJOHQ , HTTPS://YOUTU.BE/AMZH-BBQL1G;HTTPS://YOUTU.BE/A_KCGTHKRJA , HTTPS://YOUTU.BE/DBHBU5MSDPG;NUÑEZ;9
TAL VEZ MAÑANA;METAL / HEAVY ;HARDCORE;06/09/16;HTTPS://FACEBOOK.COM/TVMCORE;;HTTPS://WWW.INSTAGRAM.COM/TVMCORE/ , HTTPS://TVMBANDA.BANDCAMP.COM/RELEASES;PUÑO EN EL CIELO [EP] (2014);HTTPS://WWW.YOUTUBE.COM/WATCH?V=VAFLYFWODZE , HTTPS://WWW.YOUTUBE.COM/WATCH?V=KEO0V1LL0SQ;HTTPS://WWW.YOUTUBE.COM/WATCH?V=UERG2OTNSMQ;VICENTE LOPEZ;4
UN DIA NORMAL;PUNK ;;06/09/16;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=RUHCNNVDZFE;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=NGCYN_SWNAS&INDEX=11&LIST=UUELP_IQG8SERNIY2URFWOSA;HTTPS://WWW.YOUTUBE.COM/WATCH?V=NGCYN_SWNAS&INDEX=11&LIST=UUELP_IQG8SERNIY2URFWOSA , HTTPS://WWW.YOUTUBE.COM/WATCH?V=SZY1OH2HVDI&INDEX=12&LIST=UUELP_IQG8SERNIY2URFWOSA;GARIN;3
MAGNIFICA LOCURA;ROCK ;ROCK & ROLL;06/09/16;;HTTPS://TWITTER.COM/MAGNIFICAOK;YOUTUBE: C/MAGNIFICALOCURA;MAGNIFICA LOCURA (2014);HTTPS://WWW.YOUTUBE.COM/WATCH?V=R6JNVEGJUTU DESTINO INICERTO;HTTPS://WWW.YOUTUBE.COM/WATCH?V=YK7SOOZDJIE LOS INCORRECTOS , HTTPS://WWW.YOUTUBE.COM/WATCH?V=ABE1TW58OXS NECESITO;BS AS;7
ENETERNO;ROCK ;ROCK POP;06/09/16;;HTTPS://TWITTER.COM/ENETERNOOFICIAL;HTTPS://WWW.YOUTUBE.COM/CHANNEL/UCMQFXC1GP0IDKESP_KEGIPW;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=RVYAR660FP4;SAAVEDRA;4
ESTA MAL?;ROCK ;ROCK POP;06/09/16;;HTTPS://TWITTER.COM/ESTAMALROCK;HTTPS://WWW.INSTAGRAM.COM/ESTAMALROCK/ , HTTPS://ESTAMAL.BANDCAMP.COM/RELEASES;ESTA MAL? (2014);HTTPS://WWW.YOUTUBE.COM/WATCH?V=MXRWV0JEDXQ;;BALVANERA;6
BERNARDO ABAD;SOLISTA;;06/09/16;;;HTTPS://WWW.FACEBOOK.COM/BERNIABAD;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=E7W4X4UZJBK;HTTPS://WWW.YOUTUBE.COM/WATCH?V=Y91JE86NLOU;BARRACAS;1
JACINTO RECORDS;INDIE ;;05/09/16;;HTTPS://TWITTER.COM/JAVIERZACHARIAS;HTTPS://WWW.INSTAGRAM.COM/JACINTORECORDS/ , WWW.JAVIERZACHARIAS.COM;;HTTPS://YOUTU.BE/9ZVL227NJXK;HTTPS://YOUTU.BE/QNV_0PTP6R0 , HTTPS://YOUTU.BE/PCRKWXW46SE;NUEVA POMPEYA;3
MIX;ROCK ;ROCK POP;05/09/16;HTTPS://FACEBOOK.COM/MIX.ROCKMUSIC;;HTTPS://WWW.YOUTUBE.COM/PLAYLIST?LIST=PLPP1KNCJ1PV2U2FABZW6U2XVBM6C43FQT;MIX (2014);;HTTPS://WWW.YOUTUBE.COM/WATCH?V=OKNWLZ-SK9Y&FEATURE=EM-UPLOAD_OWNER;RETIRO;5
PULSION;ROCK ;;03/09/16;;;HTTPS://WWW.FACEBOOK.COM/PULSI%C3%B3N1834948186733315/?FREF=TS;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=KIU5HY0CQPE;HTTPS://WWW.YOUTUBE.COM/WATCH?V=BO8HU_SSXFI , HTTPS://WWW.YOUTUBE.COM/WATCH?V=KIU5HY0CQPE;NUÑEZ;1
ARO DE SAL;INDIE ;;02/09/16;;HTTPS://TWITTER.COM/ARODESAL;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=ABEV5XLG-84;HTTPS://WWW.YOUTUBE.COM/WATCH?V=MBW8X6D1UG0&INDEX=8&LIST=PLQ_YVN5UGVBKDALBXGA78OLTABUVOVV_W , HTTPS://WWW.YOUTUBE.COM/WATCH?V=HE2NESMVI1Y;OLIVOS / BELGRANO / BOEDO;3
CADA LOCO CON SU TEMA;ROCK ;;02/09/16;;;;CADA LOCO (2013);HTTPS://WWW.YOUTUBE.COM/WATCH?V=FDV9DBAEMFY&LIST=PLOFLKKL-AO7_F0WGZWY_UFCLQUIHHSVKR;HTTPS://WWW.YOUTUBE.COM/WATCH?V=-GY_HYMZNC0&INDEX=19&LIST=PLOFLKKL-AO7_R9RZHE4CDZU_EOTKVUEVI , HTTPS://WWW.YOUTUBE.COM/WATCH?V=RI77JKNQATM&LIST=PLOFLKKL-AO7_R9RZHE4CDZU_EOTKVUEVI&INDEX=18;CAMPANA;7
PROTESTA A LA JAPONESA;ROCK ;;02/09/16;;;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=NFGQALS2IC8 , HTTPS://WWW.YOUTUBE.COM/WATCH?V=5JRY3I827DA;HTTPS://WWW.YOUTUBE.COM/WATCH?V=9B8A7JS6CSI , HTTPS://WWW.YOUTUBE.COM/WATCH?V=NFGQALS2IC8;VELEZ SARSFIELD;4
PROTESTA A LA JAPONESA;ROCK ;;02/09/16;;;;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=NFGQALS2IC8 , HTTPS://WWW.YOUTUBE.COM/WATCH?V=PCAUQGU1HFY;VELEZ SARSFIELD;4
EFIMERA;ROCK ;;01/09/16;HTTPS://FACEBOOK.COM/EFIMERABAND;HTTPS://TWITTER.COM/EFIMERABAND;HTTPS://WWW.YOUTUBE.COM/CHANNEL/UCCTIGVHZEYYWCX1FSRKWQOW , HTTPS://WWW.FACEBOOK.COM/EFIMERABAND/;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=QY1CIHJRPXY , HTTPS://WWW.YOUTUBE.COM/WATCH?V=HTQ4YN45R6A;HTTPS://WWW.YOUTUBE.COM/WATCH?V=QY1CIHJRPXY , HTTPS://WWW.YOUTUBE.COM/WATCH?V=HTQ4YN45R6A;SAN ISIDRO;4
LOS TOXICOS;ROCK ;;01/09/16;;;HTTPS://WWW.INSTAGRAM.COM/LOSTOXICOS/ , HTTPS://WWW.YOUTUBE.COM/CHANNEL/UC9EM89NCMDA5J98T5YVWITQ;CATARSIS (2000);HTTPS://WWW.YOUTUBE.COM/WATCH?V=3QEYMQ7NBNS , HTTPS://WWW.YOUTUBE.COM/WATCH?V=OSWFAFZTAPI;HTTPS://WWW.YOUTUBE.COM/WATCH?V=OSWFAFZTAPI , HTTPS://WWW.YOUTUBE.COM/WATCH?V=3QEYMQ7NBNS;BURZACO;6
LAEX;ROCK ;;31/08/16;;HTTPS://TWITTER.COM/LAEXROCK;WWW.INSTAGRAM.COM/LAEXROCK , WWW.FACEBOOK.COM/LAEX.ROCK;LA EXCUSA PERFECTA (2013) , BIEN O MAL (2007) , DEMASIADO TIEMPO (2000);HTTPS://WWW.YOUTUBE.COM/WATCH?V=3QH7UNPTDJK , HTTPS://WWW.YOUTUBE.COM/WATCH?V=3ADTSDACDRK;HTTPS://WWW.YOUTUBE.COM/WATCH?V=TCDS0JFDUJG , HTTPS://WWW.YOUTUBE.COM/WATCH?V=7VN0LDGZRHG;NUÑEZ;5
ETEREA;ROCK ;ROCK ALTERNATIVO;30/08/16;HTTPS://FACEBOOK.COM/ETEREAMUSIC;;HTTPS://WWW.INSTAGRAM.COM/ETEREA_ROCK/ , HTTPS://WWW.FACEBOOK.COM/ETEREAMUSIC/;DETRAS DEL SILENCIO (2005) , ETEREA (2004);HTTPS://WWW.YOUTUBE.COM/WATCH?V=UPIWDBLR8WA , HTTPS://WWW.YOUTUBE.COM/WATCH?V=DZTP2XPK-NI;HTTPS://WWW.YOUTUBE.COM/WATCH?V=NU2TND4RWBQ , HTTPS://WWW.YOUTUBE.COM/WATCH?V=UFRGKE2V8-G;NUÑEZ;4
LOS MENDIGOS DEL ANDEN;ROCK ;;30/08/16;HTTPS://FACEBOOK.COM/LOSMENDIGOSDELANDEN;;HTTPS://SOUNDCLOUD.COM/LOSMENDIGOSDELANDEN;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=JDFLR58XVXY , HTTPS://WWW.YOUTUBE.COM/WATCH?V=UJWMQ97DMB8;VILLA ORTUZAR;4
FRACTAL;ROCK;;29/08/16;;HTTPS://TWITTER.COM/ROCK_FRACTAL;;;HTTPS://YOUTU.BE/HHFS7YOMNUK , HTTPS://YOUTU.BE/SVPC4P5W2CW;HTTPS://YOUTU.BE/AXVVT_W-WWE , HTTPS://YOUTU.BE/C8XWPBLTZPG;BARRACAS;4
ENCENDIDOS;ROCK ;POWER TRIO;29/08/16;;;;;;HTTPS://YOUTU.BE/_SSFMXUXT4W , HTTPS://YOUTU.BE/DYKSZNU-CKI;SAN NICOLAS;3
ESPUMA MISTICA;ROCK ;;29/08/16;;;;EP (SIN TITULO) (2011);;;VILLA SOLDATI;5
TERROR DE ZARES;ROCK ;ROCK ALTERNATIVO;28/08/16;HTTPS://FACEBOOK.COM/TERRORDEZARES;;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=RYA_IA-VA_K;;BOEDO;6
IGNORITOS;ROCK ;HARD ROCK;27/08/16;HTTPS://FACEBOOK.COM/IGNORITOS;HTTPS://TWITTER.COM/IGNORITOS;HTTPS://WWW.INSTAGRAM.COM/IGNORITOS/ , HTTPS://SOUNDCLOUD.COM/IGNORITOS;IGNORITOS (2014);HTTPS://WWW.YOUTUBE.COM/WATCH?V=CAHJOGIER4Y;HTTPS://WWW.YOUTUBE.COM/WATCH?V=EXVDKVFRVHQ , HTTPS://WWW.YOUTUBE.COM/WATCH?V=RZIZKSLKOZS;BARRACAS;5
GEISHAS IN VITRO;ROCK ;ROCK ALTERNATIVO;25/08/16;HTTPS://FACEBOOK.COM/GEISHASINVITRO;HTTPS://TWITTER.COM/GEISHASINVITRO;HTTPS://GEISHASINVITRO.BANDCAMP.COM/;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=-BZRGQAY_74 , HTTPS://WWW.YOUTUBE.COM/WATCH?V=IBYMKN2UFAE;ALMAGRO;4
PAPELES;ROCK ;ROCK ALTERNATIVO;25/08/16;HTTPS://FACEBOOK.COM/PAPELES;HTTPS://TWITTER.COM/PAPELES_OFICIAL;WWW.INSTAGRAM.COM/PAPELES_OFICIAL , WWW.PAPELES.COM.AR;VEXAFINE (2014) , ESONOES (2013);HTTPS://WWW.YOUTUBE.COM/WATCH?V=OPSZN527IOQ , HTTPS://WWW.YOUTUBE.COM/WATCH?V=36MJOIGNNDM;;CENTENARIO, NEUQUEN;3
GOOD LINING;ROCK ;;25/08/16;;;HTTPS://WWW.FACEBOOK.COM/GOODLININGOFICIAL188766654480639/?PNREF=STORY , HTTPS://WWW.INSTAGRAM.COM/GOOD_LINING/;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=4EMVH3LTDZS , HTTPS://WWW.YOUTUBE.COM/WATCH?V=IAWQHMZVYB0;BANFLIELD;3
ROMPECABEZAS TRIO;ROCK ;POWER TRIO;24/08/16;HTTPS://FACEBOOK.COM/ROMPECABEZASTRIO;HTTPS://TWITTER.COM/ROMPECABEZAST;HTTPS://WWW.INSTAGRAM.COM/ROMPECABEZASTRIO , HTTPS://OPEN.SPOTIFY.COM/ARTIST/4R4ZUEZEMG2R2EYSGIVGLD , HTTP://ROMPECABEZASTRIO.BANDCAMP.COM/;AMANECER (2014) , RUMOR (2013);HTTPS://WWW.YOUTUBE.COM/WATCH?V=K9-404E-M1U , HTTPS://WWW.YOUTUBE.COM/WATCH?V=4MMLGQS1G_K;;DON TORCUATO;3
JUAN JOSE GIORGIERI;SOLISTA ;POP;24/08/16;;;HTTPS://JUANJOSEGIORGIERI.BANDCAMP.COM;EL AMOR BRUJO (2014);HTTPS://YOUTU.BE/YIT3RCER3SI;HTTPS://YOUTU.BE/CSTQJIDIOZA , HTTPS://YOUTU.BE/GIGS2ASCOOS;LA PLATA;2
